Block,Location Description,Latitude,Longitude,X Coordinate,Y Coordinate,Community Area,Ward,District,Beat,LocationID
032XX W 21ST ST,SIDEWALK,41.853579454,-87.706880651,1154918.0,1889857.0,29,24,10,1022,482253
029XX S LOCK ST,STREET,41.84020161,-87.661322019,1167368.0,1885076.0,60,11,9,913,221184
049XX S TRIPP AVE,RESIDENCE-GARAGE,41.803456125,-87.729580819,1148862.0,1871548.0,57,23,8,815,548362
001XX W KINZIE ST,PARKING LOT/GARAGE(NON.RESID.),41.889203826,-87.631640804,1175310.0,1902997.0,8,42,18,1831,657442
067XX S RIDGELAND AVE,APARTMENT,41.772441035,-87.582621873,1189029.0,1860562.0,43,5,3,332,404611
060XX S KEATING AVE,RESIDENCE-GARAGE,41.783217216,-87.741225063,1145738.0,1864151.0,64,13,8,813,356435
111XX S HALSTED ST,STREET,41.691715917,-87.642362528,1172969.0,1831010.0,49,34,22,2233,378132
088XX S ESCANABA AVE,RESIDENCE PORCH/HALLWAY,41.734805443,-87.554138326,1196923.0,1846917.0,46,10,4,423,442414
026XX W CHICAGO AVE,STREET,41.895674504,-87.693621339,1158416.0,1905223.0,24,26,12,1221,727823
025XX W 83RD ST,OTHER,41.74273713,-87.687443062,1160517.0,1849506.0,70,18,8,835,673063
063XX S MOZART ST,RESIDENCE,41.778197781,-87.694584893,1158472.0,1862413.0,66,15,8,823,534730
015XX E 72ND PL,RESIDENCE,41.763313868,-87.587310045,1187779.0,1857225.0,43,5,3,324,630088
021XX W GRANVILLE AVE,SIDEWALK,41.994182014,-87.684531768,1160619.0,1941138.0,2,40,24,2413,376402
082XX S COMMERCIAL AVE,STREET,41.745896096,-87.55144647,1197621.0,1850965.0,46,7,4,424,74089
009XX N ST LOUIS AVE,OTHER,41.898244881,-87.713966882,1152870.0,1906119.0,23,27,11,1121,612154
007XX N MENARD AVE,SIDEWALK,41.894140473,-87.770117439,1137593.0,1904518.0,25,29,15,1511,514805
016XX S DRAKE AVE,APARTMENT,41.858475257,-87.713972687,1152973.0,1891627.0,29,24,10,1021,383134
045XX W WILCOX ST,ALLEY,41.878713,-87.738680917,1146191.0,1898954.0,26,28,11,1113,383285
049XX S KOSTNER AVE,STREET,41.803096611,-87.733244554,1147864.0,1871410.0,57,23,8,815,614955
022XX W BELMONT AVE,STREET,41.939505116,-87.683807247,1160967.0,1921215.0,5,32,19,1931,91121
071XX S SACRAMENTO AVE,RESIDENCE,41.76391016,-87.697904575,1157605.0,1857200.0,66,18,8,831,567186
037XX W DIVERSEY AVE,RESIDENCE,41.93187732,-87.719940673,1151156.0,1918363.0,22,35,25,2524,198621
019XX W MORSE AVE,RESIDENCE-GARAGE,42.007672519,-87.679707123,1161893.0,1946064.0,1,49,24,2424,292795
001XX W GERMANIA PL,SIDEWALK,41.910376821,-87.631842473,1175192.0,1910712.0,8,42,18,1821,427361
023XX W ARMITAGE AVE,OTHER RAILROAD PROP / TRAIN DEPOT,41.917604504,-87.685447634,1160581.0,1913231.0,22,32,14,1432,574365
014XX W VICTORIA ST,STREET,41.987189832,-87.66634031,1165584.0,1938628.0,77,48,20,2013,261950
025XX S KEDZIE AVE,STREET,41.845880198,-87.705080327,1155429.0,1887055.0,30,12,10,1033,68922
038XX W ROOSEVELT RD,SIDEWALK,41.866229446,-87.720935733,1151056.0,1894439.0,29,24,11,1133,595483
001XX E 47TH ST,SIDEWALK,41.80929458,-87.622397101,1178068.0,1873899.0,38,3,2,215,123540
100XX S SANGAMON ST,RESIDENTIAL YARD (FRONT/BACK),41.711805151,-87.64660834,1171751.0,1838321.0,73,34,22,2232,502666
001XX E 120TH PL,RESIDENCE PORCH/HALLWAY,41.675346912,-87.6187339,1179472.0,1825098.0,53,9,5,532,636894
019XX W EVERGREEN AVE,RESIDENCE,41.906477139,-87.675398967,1163347.0,1909197.0,24,1,14,1424,413669
064XX S DR MARTIN LUTHER KING JR DR,RESIDENCE PORCH/HALLWAY,41.777893176,-87.615565514,1180026.0,1862472.0,69,20,3,312,20719
041XX W CRYSTAL ST,STREET,41.903533056,-87.729428701,1148647.0,1908016.0,23,37,25,2534,546665
008XX N ST LOUIS AVE,STREET,41.896032623,-87.713892759,1152896.0,1905313.0,23,27,11,1121,594837
012XX N HARDING AVE,RESIDENCE,41.903449887,-87.725109528,1149823.0,1907994.0,23,27,25,2535,273338
014XX W 53RD ST,STREET,41.797718645,-87.661516654,1167436.0,1869595.0,61,16,9,934,346283
005XX W BRIAR PL,SIDEWALK,41.938702181,-87.643536131,1171926.0,1921008.0,6,44,19,1934,99844
014XX W POTOMAC AVE,SIDEWALK,41.905197511,-87.66339232,1166619.0,1908756.0,24,1,14,1433,747779
025XX N MANGO AVE,RESIDENTIAL YARD (FRONT/BACK),41.926240593,-87.769717599,1137625.0,1916216.0,19,30,25,2515,401041
012XX W 63RD ST,VACANT LOT/LAND,41.779603921,-87.655033005,1169256.0,1863008.0,67,16,7,724,537380
040XX N KILBOURN AVE,RESIDENTIAL YARD (FRONT/BACK),41.954150595,-87.740542606,1145494.0,1926440.0,16,38,17,1722,191193
018XX N TRIPP AVE,STREET,41.914024263,-87.73256664,1147766.0,1911833.0,20,30,25,2534,198047
018XX N RICHMOND ST,"SCHOOL, PUBLIC, GROUNDS",41.914358968,-87.700367734,1156529.0,1912018.0,22,35,14,1421,72004
011XX W LOYOLA AVE,"SCHOOL, PRIVATE, GROUNDS",42.001550738,-87.659387754,1167433.0,1943876.0,1,49,24,2432,319809
001XX E 57TH ST,VEHICLE NON-COMMERCIAL,41.791074164,-87.621769729,1178294.0,1867261.0,40,20,2,232,491036
057XX N LINCOLN AVE,VEHICLE NON-COMMERCIAL,41.985415685,-87.699017018,1156705.0,1937914.0,2,40,20,2011,450637
078XX S ESSEX AVE,RESIDENTIAL YARD (FRONT/BACK),41.75281024,-87.5638266,1194220.0,1853454.0,43,7,4,421,555553
012XX S WOLCOTT AVE,STREET,41.865487977,-87.67376349,1163907.0,1894264.0,28,2,12,1233,620727
020XX N MILWAUKEE AVE,SIDEWALK,41.918747321,-87.690547035,1159190.0,1913637.0,22,1,14,1431,112097
040XX W SCHUBERT AVE,OTHER,41.929931208,-87.728128736,1148933.0,1917638.0,22,31,25,2524,690138
018XX W WASHINGTON BLVD,ALLEY,41.883207429,-87.672780727,1164125.0,1900723.0,28,27,12,1223,527777
008XX W MADISON ST,CTA BUS,41.881745117,-87.649403975,1170495.0,1900240.0,28,27,12,1224,607733
008XX N ST LOUIS AVE,STREET,41.896403156,-87.713903871,1152892.0,1905448.0,23,27,11,1121,154406
025XX W MARQUETTE RD,VEHICLE NON-COMMERCIAL,41.771914807,-87.687484033,1160426.0,1860138.0,66,15,8,832,116609
047XX S KNOX AVE,STREET,41.80706428,-87.739472339,1146156.0,1872844.0,56,23,8,815,531441
101XX S PRINCETON AVE,RESIDENCE,41.710285239,-87.630791935,1176074.0,1837802.0,49,9,5,511,507535
088XX S EAST END AVE,STREET,41.734642376,-87.582824056,1189094.0,1846788.0,48,8,4,412,138454
072XX N SACRAMENTO AVE,STREET,42.012580082,-87.704439684,1155158.0,1947802.0,2,50,24,2411,632583
087XX S COTTAGE GROVE AVE,RESIDENTIAL YARD (FRONT/BACK),41.735335368,-87.604791611,1183096.0,1846989.0,44,8,6,632,602737
073XX S BLACKSTONE AVE,APARTMENT,41.761065313,-87.588428347,1187481.0,1856403.0,43,5,3,324,39975
044XX W 30TH ST,SIDEWALK,41.838600409,-87.735030405,1147287.0,1884344.0,30,22,10,1031,496896
103XX S CENTRAL PARK AVE,RESIDENCE,41.70543515,-87.711104063,1154158.0,1835866.0,74,19,22,2211,675423
036XX N KEDZIE AVE,SIDEWALK,41.947086328,-87.707833401,1154410.0,1923929.0,16,33,17,1733,463146
028XX S DRAKE AVE,SIDEWALK,41.84012433,-87.713456085,1153162.0,1884941.0,30,22,10,1032,114046
060XX S ARTESIAN AVE,RESIDENCE,41.783758812,-87.684981903,1161076.0,1864459.0,66,15,8,825,681195
003XX N CENTRAL PARK AVE,SIDEWALK,41.886628828,-87.716065899,1152329.0,1901882.0,27,28,11,1123,131042
003XX E 117TH ST,RESIDENCE,41.681391107,-87.615397967,1180365.0,1827308.0,53,9,5,532,501284
020XX W CULLERTON ST,ALLEY,41.854910695,-87.676955524,1163067.0,1890403.0,31,25,12,1234,449561
121XX S WENTWORTH AVE,STREET,41.673558631,-87.627337135,1177127.0,1824427.0,53,9,5,523,612619
030XX W CERMAK RD,GROCERY FOOD STORE,41.851831192,-87.700841425,1156568.0,1889232.0,30,12,10,1033,101790
012XX S INDEPENDENCE BLVD,STREET,41.865694933,-87.719509038,1151446.0,1894247.0,29,24,10,1011,119966
040XX S MONTGOMERY AVE,OTHER,41.820194919,-87.692854316,1158830.0,1877720.0,58,12,9,921,559533
034XX W 21ST ST,RESIDENCE,41.853555668,-87.711593901,1153634.0,1889839.0,29,24,10,1024,167053
033XX W 47TH ST,STREET,41.808065357,-87.708325629,1154645.0,1873269.0,58,14,8,821,730695
012XX N ROCKWELL ST,SIDEWALK,41.903277744,-87.691958531,1158848.0,1907997.0,24,26,14,1423,65105
006XX N CICERO AVE,CTA BUS,41.892684561,-87.745728025,1144237.0,1904032.0,25,28,11,1111,68093
027XX S QUINN ST,VEHICLE NON-COMMERCIAL,41.843684106,-87.652936314,1169643.0,1886363.0,60,11,9,913,613738
013XX S WOOD ST,STREET,41.863799613,-87.6712661,1164592.0,1893654.0,28,2,12,1233,330357
026XX N CLARK ST,OTHER,41.930256069,-87.643634487,1171924.0,1917930.0,7,43,19,1935,757092
032XX S PULASKI RD,RESIDENCE-GARAGE,41.834529158,-87.724302042,1150221.0,1882881.0,30,22,10,1031,194328
043XX N LINCOLN AVE,OTHER,41.959999007,-87.682856473,1161169.0,1928685.0,5,47,19,1911,4045
055XX W CORNELIA AVE,STREET,41.944071516,-87.765050418,1138852.0,1922722.0,15,38,16,1633,197749
043XX W MONTROSE AVE,APARTMENT,41.960858577,-87.735994826,1146714.0,1928893.0,16,45,17,1722,695863
010XX N HARDING AVE,STREET,41.8995469,-87.724981272,1149868.0,1906572.0,23,27,11,1112,417429
053XX W WINDSOR AVE,PARKING LOT/GARAGE(NON.RESID.),41.963351356,-87.76097796,1139913.0,1929755.0,15,45,16,1623,259765
033XX W WILSON AVE,RESIDENCE PORCH/HALLWAY,41.964676499,-87.711327289,1153413.0,1930332.0,14,33,17,1724,504112
025XX S MILLARD AVE,RESIDENTIAL YARD (FRONT/BACK),41.845500538,-87.716039334,1152444.0,1886895.0,30,22,10,1013,703392
029XX N KILBOURN AVE,RESIDENTIAL YARD (FRONT/BACK),41.934413463,-87.73934353,1145870.0,1919250.0,20,31,25,2521,513073
076XX N EASTLAKE TER,STREET,42.01969336,-87.664690615,1165940.0,1950476.0,1,49,24,2422,582298
041XX W 19TH ST,STREET,41.85497692,-87.728501866,1149024.0,1890324.0,29,24,10,1012,341689
092XX S EXCHANGE AVE,STREET,41.728109768,-87.552585361,1197369.0,1844481.0,46,10,4,423,444284
054XX N MILWAUKEE AVE,MEDICAL/DENTAL OFFICE,41.980053615,-87.771740551,1136946.0,1935822.0,11,45,16,1622,419970
050XX N NORMANDY AVE,STREET,41.972877175,-87.793989495,1130913.0,1933168.0,10,41,16,1613,747219
067XX N WHIPPLE ST,APARTMENT,42.003677114,-87.705793011,1154814.0,1944555.0,2,50,24,2412,693707
032XX N MILWAUKEE AVE,STREET,41.939317702,-87.724213803,1149974.0,1921066.0,21,31,17,1732,32622
103XX S TORRENCE AVE,RESIDENCE,41.707454449,-87.559650753,1195508.0,1836937.0,51,10,4,434,134330
075XX N CLAREMONT AVE,APARTMENT,42.018317404,-87.68896381,1159348.0,1949924.0,2,49,24,2411,605754
051XX S ELLSWORTH DR,PARK PROPERTY,41.801580309,-87.615759672,1179901.0,1871103.0,40,4,2,233,198410
011XX E 46TH ST,STREET,41.8114424,-87.598695372,1184523.0,1874736.0,39,4,2,222,206142
018XX W MONROE ST,STREET,41.880079955,-87.672471433,1164218.0,1899584.0,28,2,12,1223,390226
025XX E 76TH ST,APARTMENT,41.757211072,-87.563264585,1194359.0,1855059.0,43,7,4,421,66537
054XX W MADISON ST,OTHER,41.880303372,-87.760562955,1140228.0,1899493.0,25,28,15,1522,127489
073XX S HONORE ST,RESIDENCE,41.760600672,-87.66977329,1165289.0,1856052.0,67,17,7,735,628270
011XX N ASHLAND AVE,SIDEWALK,41.902737738,-87.667477127,1165514.0,1907851.0,24,1,12,1323,191217
014XX W FULLER ST,STREET,41.842476662,-87.6627405,1166975.0,1885902.0,60,11,9,913,748046
047XX W ARTHINGTON ST,STREET,41.869565873,-87.743366081,1144938.0,1895612.0,25,24,11,1131,230552
011XX W RANDOLPH ST,OTHER,41.884279448,-87.65472753,1169038.0,1901152.0,28,27,12,1224,277017
096XX S UNIVERSITY AVE,SIDEWALK,41.719249164,-87.595907626,1185571.0,1841148.0,50,8,5,511,101832
102XX S AVENUE M,STREET,41.709211862,-87.537699609,1201496.0,1837632.0,52,10,4,432,518044
002XX S CENTRAL AVE,PARK PROPERTY,41.877127134,-87.764751611,1139095.0,1898328.0,25,29,15,1522,413434
062XX S KENNETH AVE,STREET,41.779506695,-87.733772509,1147780.0,1862813.0,65,13,8,813,276313
063XX N BROADWAY,PARKING LOT/GARAGE(NON.RESID.),41.997366815,-87.660487724,1167146.0,1942349.0,77,40,24,2433,433497
032XX N SHEFFIELD AVE,CTA GARAGE / OTHER PROPERTY,41.940370659,-87.654122097,1169041.0,1921593.0,6,44,19,1924,609846
004XX W ELM ST,STREET,41.90269311,-87.640452506,1172871.0,1907893.0,8,27,18,1823,717410
006XX E 47TH ST,DEPARTMENT STORE,41.809487578,-87.609795215,1181503.0,1873998.0,38,4,2,221,739349
007XX W GARFIELD BLVD,RESIDENCE,41.793979718,-87.643256529,1172426.0,1868272.0,68,3,7,711,174249
062XX S LAWNDALE AVE,STREET,41.779390221,-87.715416213,1152787.0,1862806.0,65,13,8,823,503299
049XX N ROCKWELL ST,ALLEY,41.971067981,-87.693886123,1158139.0,1932696.0,4,47,20,2031,653035
044XX W WASHINGTON BLVD,STREET,41.881919542,-87.736278945,1146837.0,1900127.0,26,28,11,1113,284094
067XX S KEDZIE AVE,SIDEWALK,41.770672458,-87.70294803,1156211.0,1859654.0,66,18,8,831,637748
032XX S LAWNDALE AVE,RESIDENCE,41.834577824,-87.716962598,1152221.0,1882913.0,30,22,10,1031,417153
016XX S DRAKE AVE,RESIDENCE,41.858475257,-87.713972687,1152973.0,1891627.0,29,24,10,1021,314407
072XX S SACRAMENTO AVE,RESIDENCE,41.762068469,-87.69785677,1157623.0,1856529.0,66,18,8,831,614138
025XX N SAWYER AVE,RESIDENCE-GARAGE,41.927070052,-87.709359243,1154048.0,1916632.0,22,35,14,1413,756385
011XX N LARAMIE AVE,SIDEWALK,41.901248051,-87.755751117,1141487.0,1907134.0,25,37,15,1524,44357
041XX W NORTH AVE,RESIDENCE PORCH/HALLWAY,41.909826604,-87.730666236,1148294.0,1910307.0,23,30,25,2534,585849
035XX N MELVINA AVE,ALLEY,41.94436218,-87.781316857,1134426.0,1922799.0,17,38,16,1633,288516
087XX S ADA ST,ALLEY,41.735294867,-87.656972282,1168854.0,1846858.0,71,21,22,2222,157223
009XX W MADISON ST,STREET,41.881732151,-87.649991662,1170335.0,1900234.0,28,2,12,1232,613929
069XX W 63RD ST,WAREHOUSE,41.777459948,-87.793650213,1131453.0,1861959.0,64,23,8,812,271650
052XX W IRVING PARK RD,OTHER,41.953286858,-87.757939486,1140764.0,1926093.0,15,38,16,1634,645741
046XX S ST LAWRENCE AVE,SIDEWALK,41.811051527,-87.611494304,1181035.0,1874564.0,38,4,2,221,486776
021XX N POINT ST,STREET,41.919182242,-87.696697178,1157515.0,1913783.0,22,1,14,1431,738127
047XX W MAYPOLE AVE,APARTMENT,41.884468347,-87.744132398,1144692.0,1901041.0,25,28,11,1113,413819
074XX S KENWOOD AVE,SIDEWALK,41.759875726,-87.592045017,1186498.0,1855961.0,43,5,3,324,521637
077XX S WOLCOTT AVE,RESIDENTIAL YARD (FRONT/BACK),41.753449431,-87.670796151,1165030.0,1853444.0,71,18,6,611,155558
058XX W SUPERIOR ST,SIDEWALK,41.893847221,-87.770755425,1137420.0,1904410.0,25,29,15,1511,412507
080XX S LANGLEY AVE,STREET,41.748641017,-87.607591178,1182291.0,1851831.0,44,6,6,631,112327
001XX N HALSTED ST,BANK,41.883330361,-87.647407713,1171034.0,1900822.0,28,27,12,1224,19554
050XX W HENDERSON ST,RESIDENCE,41.941484252,-87.753087202,1142113.0,1921801.0,15,38,16,1634,257297
012XX N WOOD ST,RESIDENTIAL YARD (FRONT/BACK),41.90515379,-87.672422304,1164161.0,1908721.0,24,1,14,1424,709846
039XX W DIVERSEY AVE,STREET,41.931810146,-87.72536938,1149679.0,1918328.0,21,30,25,2523,733358
077XX S GREEN ST,ALLEY,41.753807493,-87.645336203,1171976.0,1853629.0,71,17,6,621,433164
045XX S DR MARTIN LUTHER KING JR DR,CTA BUS STOP,41.812752541,-87.616684101,1179615.0,1875172.0,38,3,2,215,547279
091XX S COMMERCIAL AVE,APARTMENT,41.729357514,-87.551240409,1197732.0,1844939.0,46,10,4,424,638201
001XX W 118TH ST,STREET,41.679796296,-87.626855304,1177240.0,1826701.0,53,34,5,522,687959
012XX W TAYLOR ST,BANK,41.869411172,-87.657061993,1168445.0,1895729.0,28,2,12,1213,137818
118XX S PERRY AVE,APARTMENT,41.679064041,-87.625150136,1177708.0,1826438.0,53,34,5,522,662384
0000X N LOCKWOOD AVE,SIDEWALK,41.880922117,-87.75752791,1141053.0,1899724.0,25,28,15,1522,217623
079XX S RHODES AVE,OTHER,41.75068679,-87.611276811,1181279.0,1852568.0,44,6,6,624,58485
024XX N MILWAUKEE AVE,APPLIANCE STORE,41.925094686,-87.700919394,1156350.0,1915929.0,22,35,14,1414,683832
067XX S WOLCOTT AVE,RESIDENTIAL YARD (FRONT/BACK),41.771169372,-87.67127003,1164851.0,1859900.0,67,15,7,726,352626
098XX S ELLIS AVE,STREET,41.715767132,-87.599416021,1184624.0,1839871.0,50,8,5,511,163522
008XX W 72ND ST,STREET,41.763370178,-87.645135089,1172003.0,1857114.0,68,6,7,733,310511
009XX S CICERO AVE,SIDEWALK,41.869104237,-87.744853598,1144534.0,1895441.0,25,24,15,1533,635731
043XX W WASHINGTON BLVD,SIDEWALK,41.881948328,-87.733902763,1147484.0,1900142.0,26,28,11,1115,219687
088XX S KINGSTON AVE,RESTAURANT,41.733771571,-87.564431256,1194117.0,1846515.0,48,7,4,423,43846
047XX S ASHLAND AVE,STREET,41.80807369,-87.664959074,1166468.0,1873361.0,61,20,9,931,600671
016XX S KOSTNER AVE,STREET,41.858500235,-87.734727482,1147319.0,1891596.0,29,24,10,1012,48480
094XX S STATE ST,STREET,41.723360012,-87.623781123,1177949.0,1842582.0,49,21,6,634,60216
045XX W WASHINGTON BLVD,APARTMENT,41.881892957,-87.738559628,1146216.0,1900113.0,26,28,11,1113,296091
069XX S OAKLEY AVE,RESIDENCE,41.767390022,-87.68078461,1162266.0,1858503.0,66,17,8,832,261844
044XX S ROCKWELL ST,RESIDENCE,41.81322193,-87.689457274,1159775.0,1875186.0,58,12,9,922,385496
018XX W BELLE PLAINE AVE,STREET,41.9560398,-87.674793844,1163373.0,1927259.0,5,47,19,1912,353629
075XX S HALSTED ST,SIDEWALK,41.757159781,-87.644211873,1172273.0,1854853.0,68,17,6,621,178005
019XX E 93RD ST,RESIDENCE,41.726086889,-87.577575221,1190554.0,1843683.0,48,8,4,413,355239
014XX S KEELER AVE,VEHICLE NON-COMMERCIAL,41.861828641,-87.729935087,1148616.0,1892818.0,29,24,10,1011,750110
017XX W OLIVE AVE,STREET,41.984231273,-87.673885487,1163541.0,1937534.0,77,40,20,2012,274922
025XX S KEDZIE AVE,RESTAURANT,41.845825315,-87.705080864,1155429.0,1887035.0,30,12,10,1024,99548
001XX N LONG AVE,OTHER,41.883312141,-87.760227612,1140312.0,1900590.0,25,28,15,1523,65949
039XX W GLADYS AVE,VEHICLE NON-COMMERCIAL,41.876196319,-87.723983712,1150200.0,1898065.0,26,28,11,1132,563834
083XX S KILDARE AVE,OTHER,41.741052774,-87.728923579,1149201.0,1848810.0,70,18,8,834,51250
040XX W 63RD ST,RESIDENCE,41.7786371,-87.724446207,1150326.0,1862514.0,65,13,8,813,472274
008XX S KEDZIE AVE,OTHER,41.870695065,-87.705817702,1155162.0,1896096.0,27,24,11,1134,235064
093XX S HARPER AVE,STREET,41.725311976,-87.58665452,1188078.0,1843379.0,48,8,4,413,256394
052XX S LUNA AVE,STREET,41.797789249,-87.761232274,1140246.0,1869424.0,56,23,8,814,258615
004XX E 60TH ST,STREET,41.785708089,-87.615434353,1180038.0,1865320.0,40,20,2,233,175835
071XX S HERMITAGE AVE,RESIDENCE,41.763968132,-87.667436685,1165917.0,1857284.0,67,17,7,735,250154
054XX W POTOMAC AVE,STREET,41.903987018,-87.762379079,1139676.0,1908120.0,25,37,25,2532,643454
120XX S PERRY AVE,STREET,41.675303288,-87.624986381,1177764.0,1825068.0,53,9,5,523,43426
083XX S SAGINAW AVE,SIDEWALK,41.744049708,-87.560039709,1195282.0,1850271.0,46,7,4,423,87854
036XX W 85TH PL,RESIDENTIAL YARD (FRONT/BACK),41.737750473,-87.71279642,1153611.0,1847638.0,70,18,8,834,320591
011XX N HERMITAGE AVE,STREET,41.902657448,-87.671151345,1164514.0,1907814.0,24,1,12,1213,457264
033XX W 60TH PL,RESIDENCE,41.783466994,-87.706573626,1155188.0,1864309.0,66,16,8,823,758806
055XX S WOLCOTT AVE,RESIDENCE PORCH/HALLWAY,41.792932136,-87.671838216,1164635.0,1867829.0,67,15,7,715,67941
014XX N WASHTENAW AVE,STREET,41.90731482,-87.694474985,1158152.0,1909463.0,24,26,14,1423,129209
025XX W WARREN BLVD,RESIDENCE,41.882059512,-87.689548816,1159562.0,1900270.0,28,2,12,1222,404279
035XX W DOUGLAS BLVD,SIDEWALK,41.862866691,-87.714088165,1152930.0,1893227.0,29,24,10,1021,757700
056XX S SEELEY AVE,ALLEY,41.791215677,-87.675438535,1163658.0,1867196.0,67,15,7,715,14428
016XX E 50TH ST,RESIDENCE,41.804379051,-87.584732228,1188352.0,1872195.0,39,4,2,222,108120
102XX S WENTWORTH AVE,STREET,41.708080277,-87.628343903,1176749.0,1837004.0,49,9,5,511,48450
066XX S OAKLEY AVE,RESIDENTIAL YARD (FRONT/BACK),41.773087898,-87.680910159,1162216.0,1860579.0,66,15,8,832,730074
055XX W BARRY AVE,RESIDENCE,41.936779323,-87.764335989,1139064.0,1920066.0,19,30,25,2514,733708
105XX S DR MARTIN LUTHER KING JR DR,RESIDENCE-GARAGE,41.703170186,-87.613654325,1180775.0,1835248.0,49,9,5,512,140977
029XX S SHIELDS AVE,STREET,41.840192278,-87.635369248,1174440.0,1885129.0,34,11,9,914,566223
004XX N MONTICELLO AVE,RESIDENTIAL YARD (FRONT/BACK),41.889179927,-87.71740388,1151958.0,1902809.0,23,27,11,1122,599739
050XX S RACINE AVE,ANIMAL HOSPITAL,41.802428443,-87.655082078,1169177.0,1871325.0,61,16,9,921,72071
049XX N CHRISTIANA AVE,APARTMENT,41.971105504,-87.71221717,1153154.0,1932673.0,14,39,17,1713,342240
010XX W 34TH PL,SIDEWALK,41.831594778,-87.651868162,1169969.0,1881960.0,60,11,9,913,722736
011XX N KEYSTONE AVE,RESIDENCE,41.901467431,-87.72749396,1149179.0,1907267.0,23,27,11,1111,259839
016XX W GRANVILLE AVE,RESIDENCE,41.994427782,-87.67086674,1164333.0,1941256.0,77,40,24,2433,717846
015XX S KOLIN AVE,RESIDENTIAL YARD (FRONT/BACK),41.859986969,-87.733549927,1147636.0,1892140.0,29,24,10,1012,714480
064XX S PEORIA ST,STREET,41.777438544,-87.647155106,1171411.0,1862236.0,68,16,7,723,134397
090XX S BURLEY AVE,APARTMENT,41.73113903,-87.545683127,1199243.0,1845602.0,46,10,4,424,27306
106XX S EWING AVE,SIDEWALK,41.702282173,-87.535283936,1202179.0,1835113.0,52,10,4,432,272845
018XX N CLARK ST,BAR OR TAVERN,41.915259074,-87.634136763,1174553.0,1912486.0,7,43,18,1814,359372
009XX N MASSASOIT AVE,RESIDENCE,41.897299743,-87.769131006,1137854.0,1905671.0,25,29,15,1511,455241
040XX W DIVERSEY AVE,SIDEWALK,41.931780735,-87.727593069,1149074.0,1918313.0,21,31,25,2523,24104
008XX E 83RD ST,APARTMENT,41.74399785,-87.603290258,1183479.0,1850149.0,44,8,6,631,327702
004XX W BLACKHAWK ST,STREET,41.909214619,-87.640653844,1172797.0,1910269.0,8,43,18,1821,179594
060XX S ARTESIAN AVE,VEHICLE NON-COMMERCIAL,41.784000358,-87.684990469,1161073.0,1864547.0,66,15,8,825,632752
044XX W JACKSON BLVD,ALLEY,41.876949072,-87.736685059,1146739.0,1898315.0,26,24,11,1131,354494
0000X S CICERO AVE,COMMERCIAL / BUSINESS OFFICE,41.880132758,-87.745266514,1144394.0,1899459.0,25,28,11,1113,674040
009XX N FRANCISCO AVE,APARTMENT,41.898378535,-87.699236296,1156880.0,1906197.0,24,26,12,1211,2907
030XX S CALIFORNIA AVE,JAIL / LOCK-UP FACILITY,41.838077836,-87.695050322,1158183.0,1884232.0,30,12,10,1033,321996
035XX S LAKE PARK AVE,BANK,41.830917641,-87.608064205,1181909.0,1881811.0,36,4,2,212,433437
028XX W BELLE PLAINE AVE,APARTMENT,41.955783298,-87.698932274,1156808.0,1927116.0,16,33,17,1724,484694
103XX S WALDEN PKWY,SIDEWALK,41.706040335,-87.669192018,1165601.0,1836172.0,72,19,22,2212,532836
040XX W PETERSON AVE,STREET,41.99012447,-87.729501088,1148405.0,1939570.0,13,39,17,1711,467677
038XX S EMERALD AVE,RESIDENCE,41.824691634,-87.644746617,1171930.0,1879460.0,60,11,9,915,465355
015XX S CANAL ST,SIDEWALK,41.860530194,-87.639028334,1173383.0,1892532.0,28,2,1,124,709701
